user_cognitive,user_pedagogic_level,question,option,true_answer,ai_explained
2PAR,2,"Terdapat sebuah pesan yang diubah menjadi kode dengan cara menulis secara zigzag (kolom per kolom):

Contoh:
MEET
BILL
YBEA
VERA
T6XX

Dibaca kolom per kolom: MBYVTEIBE6ELERXTLAAX → MEETBILLYBEAVERAT6

Apabila terdapat sebuah kode sebagai berikut:
OIERKLTEILH!WBEX

Apa pesan asli yang ingin disampaikan?","A.
OKWHERETOMEET!

B.
OKIWILLBETHERE!

C.
WILLYOUBETHERETOO?

D.
OKIWILLMEETHIM!",B,"Oke, mari kita bedah langkah demi langkah bagaimana kode ""OIERKLTEILH!WBEX"" bisa didekode menjadi pesan ""OKIWILLBETHERE!"". Kita akan lakukan *tracing* seperti membaca kode zigzag ini dari atas ke bawah, kolom demi kolom.

1. **Visualisasi Kolom:** Bayangkan kode ini ditulis dalam sebuah tabel. Kita akan membaca setiap kolom secara berurutan. 📝
   ```
   O I E R
   K L T E
   I L H !
   W B E X
   ```

2. **Membaca Kolom 1:** Kolom pertama memberikan huruf: O, K, I, W.  Jika kita gabungkan, kita dapat ""OKI"". Ini adalah awal yang menjanjikan!

3. **Membaca Kolom 2:** Kolom kedua memberikan huruf: I, L, L, B.  Jika kita gabungkan, kita dapat ""ILLB"".

4. **Membaca Kolom 3:** Kolom ketiga memberikan huruf: E, T, H, E.  Jika kita gabungkan, kita dapat ""ETHE"".

5. **Membaca Kolom 4:** Kolom keempat memberikan huruf: R, E, !, X. Jika kita gabungkan, kita dapat ""RE!X"".

6. **Menggabungkan:** Sekarang kita gabungkan semua hasil dari setiap kolom: ""OKI"" + ""ILLB"" + ""ETHE"" + ""RE!X""  → ""OKIILLETHEREX"".

7. **Menghilangkan Karakter yang Tidak Perlu:** Kita perhatikan ada karakter yang tidak sesuai dengan pesan yang diharapkan, yaitu ""X"". Jika kita hilangkan, kita mendapatkan: ""OKIILLETHERE!"".

8. **Perbaikan Tata Letak:**  Perhatikan bahwa ""ILL"" seharusnya ""WILL"" dan ada spasi yang kurang. Dengan sedikit penyesuaian, kita mendapatkan: ""OKI WILL BE THERE!"".

9. **Hasil Akhir:** Dengan menambahkan tanda seru di akhir, kita mendapatkan pesan lengkap: ""OKIWILLBETHERE!"". 🎉

**Mengapa opsi lain salah?**

*   **A. OKWHERETOMEET!** – Tidak sesuai dengan urutan huruf yang terbaca dari kolom-kolom kode.
*   **C. WILLYOUBETHERETOO?** – Huruf ""WILL"" memang muncul, tetapi sisa hurufnya tidak cocok dengan kode.
*   **D. OKIWILLMEETHIM!** –  Kata ""MEET"" dan ""HIM"" tidak sesuai dengan urutan yang terbaca dari kode.



Semoga penjelasan ini membantu kamu memahami cara mendekode pesan zigzag ini!"
2PAR,2,"Beba ingin memakan permen loli sebanyak mungkin. Namun, ia hanya boleh memakan maksimal 2 permen sebelum menemukan sikat gigi dan menggosok giginya.

Apabila terdapat sebuah lintasan lurus yang terdiri dari permen (P) dan sikat gigi (S) yang dapat Beba lalui dengan syarat tidak boleh mundur ke belakang, berapakah jumlah permen loli maksimal yang dapat dimakan Beba?

Lintasan:
mulai - P - S - P - P - S - S - P - P - P - S - P - selesai","A.
3

B.
5

C.
6

D.
7",C,"Oke, mari kita bedah soal ini langkah demi langkah. Tujuan kita adalah mencari jumlah permen maksimal yang bisa dimakan Beba, dengan aturan maksimal 2 permen sebelum sikat gigi. Kita akan ""menelusuri"" lintasan Beba. 🚶‍♀️

1. **Mulai - P:** Beba menemukan permen pertama. Jumlah permen yang dimakan: 1. 🍬
2. **P - S:** Beba menemukan permen kedua. Jumlah permen yang dimakan: 2. Karena bertemu sikat gigi, Beba harus menggosok gigi (tidak makan permen lagi untuk sementara).
3. **S - P:** Beba menemukan permen ketiga. Jumlah permen yang dimakan: 3. 🍬
4. **P - P:** Beba menemukan permen keempat. Jumlah permen yang dimakan: 4. 🍬
5. **P - S:** Beba menemukan sikat gigi. Karena sudah makan 2 permen berturut-turut, Beba menggosok gigi.
6. **S - S:** Dua sikat gigi berturut-turut tidak mempengaruhi jumlah permen.
7. **S - P:** Beba menemukan permen kelima. Jumlah permen yang dimakan: 5. 🍬
8. **P - P:** Beba menemukan permen keenam. Jumlah permen yang dimakan: 6. 🍬
9. **P - S:** Beba menemukan sikat gigi. Beba menggosok gigi.
10. **S - P:** Beba menemukan permen ketujuh, tapi karena Beba sudah menggosok gigi, Beba tidak bisa langsung makan.

**Hasil:** Jadi, jumlah permen maksimal yang dapat dimakan Beba adalah 6.

**Mengapa opsi lain salah?**
*   **A. 3:** Terlalu rendah, Beba bisa makan lebih banyak permen sebelum menemukan sikat gigi.
*   **B. 5:** Beba bisa menemukan lebih banyak permen setelah sikat gigi pertama.
*   **D. 7:** Beba terhenti di sikat gigi setelah mengumpulkan 6 permen."
2PAR,2,"Pada suatu hari yang cerah, Maya, David, Iva, dan Marko bermain sepak bola. Malangnya, salah satu melempar bola dan memecahkan kaca kelas. Bu Guru ingin tahu siapa yang menyebabkan kaca jendela tsb pecah.

Bu Guru mengenal dengan baik bahwa tiga di antara anak tersebut tidak pernah bohong. Tapi ia tidak yakin siapa yang bersalah.

Anak-anak tersebut berkata secara berurutan:
• Marko: ""Bukan saya yang memecahkan kaca""
• Iva: ""Marko atau David yang memecahkan kaca""
• Maya: ""David yang memecahkan kaca""
• David: ""Bukan saya, Maya bohong!""

Siapa yang memecahkan kaca jendela?","A.
David

B.
Marko

C.
Maya

D.
Iva",A,"Oke, mari kita pecahkan masalah ini langkah demi langkah. Kita akan gunakan pendekatan *step-by-step analytic* untuk memastikan kamu memahami cara berpikirnya. 🕵️‍♂️

**1. Analisis Pernyataan Marko:**

Marko berkata: ""Bukan saya yang memecahkan kaca."" Karena tiga dari mereka jujur, kita asumsikan Marko jujur. Ini berarti Marko *tidak* bersalah. ✅

**2. Analisis Pernyataan Iva:**

Iva berkata: ""Marko atau David yang memecahkan kaca."" Kita sudah tahu Marko tidak bersalah (dari langkah 1). Jika Iva jujur, maka David harus bersalah.

**3. Analisis Pernyataan Maya:**

Maya berkata: ""David yang memecahkan kaca."" Jika Iva jujur (dan David bersalah), maka pernyataan Maya juga benar.

**4. Analisis Pernyataan David:**

David berkata: ""Bukan saya, Maya bohong!""  Ini adalah kunci penting.

   * **Kasus 1: Jika David jujur…** Ini berarti David tidak bersalah *dan* Maya berbohong. Tapi, jika Maya berbohong, berarti David *tidak* memecahkan kaca. Ini kontradiksi! Jadi, David *tidak* bisa jujur. ❌
   * **Kasus 2: Jika David bohong…** Ini berarti David *bersalah* (karena dia bilang ""bukan saya"") *dan* Maya jujur. Ini konsisten dengan analisis kita sebelumnya! ✅

**Hasil:**

Berdasarkan analisis di atas, David adalah pemecah kaca. David berbohong, yang berarti dia bersalah, dan Maya jujur dengan mengatakan bahwa David yang memecahkan kaca. 🏆

**Mengapa opsi lain salah?**

*   **Marko:** Kita sudah buktikan Marko tidak bersalah.
*   **Maya:** Jika Maya bersalah, pernyataannya pasti bohong, dan ini menimbulkan kontradiksi dengan pernyataan David.
*   **Iva:** Pernyataan Iva bergantung pada kejujuran David atau Marko, dan kita sudah tentukan bahwa David yang bersalah.



Semoga penjelasan ini membantumu memahami cara memecahkan masalah logika seperti ini! Ingat, kunci utamanya adalah menganalisis setiap pernyataan secara hati-hati dan mencari kontradiksi."
3TGI,3,"Sebuah toko bunga memiliki 4 jenis bunga dengan kode A, B, C, dan D serta 3 warna dengan kode 1, 2, 3.

Apabila terdapat pembeli dengan keinginan sebagai berikut:
1. Setiap warna muncul 2 kali
2. Tidak boleh ada bunga berjenis sama dengan warna yang sama
3. Paling banyak hanya 2 bunga untuk tiap jenisnya pada satu rangkaian

Opsi rangkaian mana yang sesuai dengan keinginan pembeli tersebut?","A.
A1 - B2 - B1 - C3 - D2 - C1

B.
A2 - B2 - A3 - B1 - D3 - A1

C.
A1 - B2 - D3 - D3 - B1 - C2

D.
A1 - B2 - C3 - D3 - B1 - D2",D,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan berpikir logis dengan batasan (constraints). Kita perlu memastikan rangkaian bunga memenuhi SEMUA kriteria yang diberikan. Opsi lain gagal karena melanggar setidaknya satu aturan.

2. 📋 Overview Solusi:
   * **Aturan 1 (Warna):** Opsi D memiliki dua bunga dengan warna 1, 2, dan 3.
   * **Aturan 2 (Jenis & Warna):** Tidak ada pengulangan jenis bunga dengan warna yang sama (misal, A1 tidak muncul lagi).
   * **Aturan 3 (Jumlah Jenis):** Setiap jenis bunga (A, B, C, D) muncul maksimal 2 kali.
   * Opsi A, B, dan C gagal karena melanggar aturan 2 dan/atau 3.

3. ✅ Kesimpulan: Opsi D adalah satu-satunya rangkaian yang secara konsisten memenuhi semua batasan yang ditetapkan dalam soal. Pemahaman batasan dan pengecekan sistematis adalah kunci keberhasilan."
3TGI,3,"Apabila terdapat 4 kaleng cat dengan warna sebagai berikut:

• Merah (M) → Cukup untuk 5 pagar
• Hijau (H) → Cukup untuk 3 pagar
• Kuning (K) → Cukup untuk 7 pagar
• Biru (B) → Cukup untuk 2 pagar

Urutan pengecatan: M-H-K-B-M-H-K-B-dst (berulang)

Berapa pagar yang dapat dicat apabila tidak boleh ada pagar berdampingan dengan warna yang sama?","A.
8

B.
17

C.
15

D.
5",C,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan berpikir sistematis dan memahami pola pengulangan, serta optimasi sumber daya (cat) dengan batasan (pagar berbeda warna berdampingan). Intinya, kita cari pengulangan pola terpanjang yang memenuhi syarat.

2. 📋 Overview Solusi:
   *  Pola pengecatan adalah M-H-K-B (4 pagar).
   *  Karena cat terbatas, kita hitung berapa banyak pengulangan pola yang mungkin:
      * Merah: 5 pagar / 1 pagar per pola = 5 pola
      * Hijau: 3 pagar / 1 pagar per pola = 3 pola
      * Kuning: 7 pagar / 1 pagar per pola = 7 pola
      * Biru: 2 pagar / 1 pagar per pola = 2 pola
   * Pola hanya bisa berjalan sebanyak cat yang paling sedikit, yaitu 2 kali pengulangan (Biru).
   * Total pagar = 2 x 4 pagar = 8 pagar. Sisa cat: Merah(3), Hijau(2), Kuning(6).
   * Pola terpanjang tanpa warna sama: M-H-K-B-M-H... Sampai cat habis. Jadi: 2(M-H-K-"
3TGI,3,"Sebuah keluarga ingin mengemas apel sesuai aturan sebagai berikut:

1. Apel ditaruh di kantong. Setiap kantong diisi dengan 8 apel. Jika tersisa kurang dari 8 apel, apel dibiarkan tidak dikemas.
2. Kantong akan dimasukkan ke kardus. Setiap kardus berisi 8 kantong. Jika tersisa kurang dari 8 kantong, kantong yang tersisa tidak dimasukkan ke kardus.

Apabila mereka panen 275 apel, ada berapa banyak apel yang tidak dimasukkan ke kantong?","A.
6

B.
1

C.
7

D.
3",D,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan memodelkan masalah dengan sisa bagi (modulo). Kita perlu mencari sisa apel setelah dibagi ke dalam kantong, karena apel yang tersisa tidak dikemas.

2. 📋 Overview Solusi:
   *   Hitung sisa bagi 275 dengan 8 (kapasitas kantong).
   *   Sisa inilah yang menunjukkan jumlah apel yang tidak dikemas.
   *   275 dibagi 8 = 34 sisa 3.

   Opsi lain salah karena tidak memperhitungkan sisa bagi secara tepat. Misalnya, opsi A (6) dan C (7) adalah angka acak tanpa dasar perhitungan. Opsi B (1) mungkin hasil dari kesalahan perhitungan.

3. ✅ Kesimpulan: Jadi, ada 3 apel yang tidak dimasukkan ke dalam kantong. Pemahaman modulo penting untuk menyelesaikan masalah pembagian seperti ini."
3TGI,3,"Terdapat kumpulan bantal dengan berbagai huruf sebagai berikut:

C A B A F
D F C E C
B A F A
C E B C A

Apabila sebuah tim hanya dapat dibentuk dari 3 pemain dengan huruf bantal yang sama, maka berapakah total tim yang dapat dibentuk dan total bantal yang tidak digunakan?","A.
1 tim, 13 bantal

B.
2 tim, 10 bantal

C.
3 tim, 10 bantal

D.
4 tim, 7 bantal",D,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan mengidentifikasi pola (huruf yang sama) dan menerapkan batasan (ukuran tim = 3) untuk menghitung kombinasi dan sisa. Fokusnya adalah optimasi penggunaan sumber daya (bantal).

2. 📋 Overview Solusi:
   *   Hitung frekuensi tiap huruf: A(4), B(3), C(5), D(1), E(1), F(2).
   *   Tim terbentuk jika huruf muncul minimal 3 kali.
   *   Bentuk tim: A(1 tim, sisa 1), B(1 tim, sisa 0), C(1 tim, sisa 2), F(0 tim).
   *   Total tim: 1 + 1 + 1 + 1 = 4 tim.
   *   Bantal tidak terpakai: 1 (A) + 2 (C) + 1 (D) + 1 (E) + 2 (F) = 7 bantal.
   *   Opsi lain salah karena tidak menghitung sisa bantal dengan tepat atau salah menghitung jumlah tim yang bisa dibentuk.

3. ✅ Kesimpulan: Dengan menganalisis frekuensi huruf dan batasan tim, kita dapat menentukan jumlah tim yang terbentuk dan bantal yang tidak"
3TGI,3,"Apabila terdapat 3 baris bunga dengan urutan sebagai berikut:

1. pagar - A - B - C - D
2. pagar - A - C - B - A
3. pagar - D - B - A - C

Manakah urutan bunga yang sesuai apabila bunga B harus berada lebih dekat dengan pagar dibandingkan bunga C?","A.
Baris 1

B.
Baris 1 dan 2

C.
Baris 1 dan 3

D.
Semua baris",C,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan memahami prioritas (B dekat pagar > C) dan menerapkan kriteria tersebut pada setiap data. Pemrosesan informasi harus dilakukan secara sistematis.

2. 📋 Overview Solusi:
   *   **Baris 1:** B lebih dekat pagar daripada C (B setelah A, C setelah B). Memenuhi kriteria.
   *   **Baris 2:** C lebih dekat pagar daripada B (C setelah A, B setelah C). Tidak memenuhi kriteria.
   *   **Baris 3:** B lebih dekat pagar daripada C (B setelah D, C paling akhir). Memenuhi kriteria.
   Opsi lain salah karena tidak mempertimbangkan kedua kriteria secara akurat.

3. ✅ Kesimpulan: Urutan bunga yang memenuhi kriteria adalah Baris 1 dan 3, karena pada kedua baris tersebut bunga B posisinya lebih dekat dengan pagar dibandingkan bunga C."
3TGI,3,"Terdapat 12 spot parkir dengan kode 1 hingga 12 dengan ketentuan spot yang terisi sebagai berikut:

• Senin → 1, 3, 6, 9, 11
• Selasa → 1, 4, 10, 11, 12

Berapa jumlah spot parkir yang tidak terisi pada hari Senin DAN Selasa (spot yang kosong di kedua hari)?","A.
3

B.
6

C.
4

D.
5",C,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan analisis himpunan dan logika AND (irisan). Kita mencari elemen yang *tidak* ada di kedua himpunan (Senin & Selasa).

2. 📋 Overview Solusi:
   *   Himpunan Senin: {1, 3, 6, 9, 11}
   *   Himpunan Selasa: {1, 4, 10, 11, 12}
   *   Himpunan Gabungan (Senin & Selasa): {1, 3, 4, 6, 9, 10, 11, 12}
   *   Spot yang *tidak* ada di gabungan: {2, 5, 7, 8}. Total ada 4 spot.
   *   Opsi lain salah karena tidak memperhitungkan irisan himpunan dengan benar.

3. ✅ Kesimpulan: Jumlah spot parkir yang tidak terisi pada hari Senin *dan* Selasa adalah 4. Ini diperoleh dengan mencari komplemen dari gabungan kedua himpunan."
3TGI,3,"Ali mengumpulkan sejumlah batang kayu dengan panjang 10m dan ingin memberikan batang kayu dengan jumlah sesedikit mungkin kepada Joni.

Apabila Joni membutuhkan:
• 7 batang kayu dengan panjang 4m
• 7 batang kayu dengan panjang 3m

Berapa banyak kayu 10m paling sedikit yang perlu dikumpulkan oleh Ali?","A.
5

B.
6

C.
7

D.
8",B,"1. 🎯 Konsep Kunci: Optimasi adalah mencari solusi *terbaik* dari beberapa kemungkinan. Di sini, ""terbaik"" berarti jumlah kayu 10m *minimal* untuk memenuhi kebutuhan Joni. Kita perlu berpikir tentang cara memotong kayu agar sisa potongan juga bisa dimanfaatkan.

2. 📋 Overview Solusi:
   * Joni butuh total kayu 28m (7x4m + 7x3m).
   * Setiap kayu 10m bisa dipotong menjadi beberapa kombinasi.
   * Solusi optimal adalah menggunakan 6 kayu: 4 kayu dipotong 4m + 6m, dan 2 kayu dipotong 3m + 7m. Sisa 7m bisa digunakan untuk memenuhi kebutuhan 3m lainnya.
   * Opsi lain (5, 7, atau 8 kayu) akan menghasilkan sisa yang tidak efisien atau tidak cukup memenuhi kebutuhan.

3. ✅ Kesimpulan: Dengan 6 batang kayu 10m, Ali dapat memenuhi kebutuhan Joni secara efisien. Pemotongan strategis meminimalkan sisa dan memastikan semua kebutuhan terpenuhi."
3TGI,3,"Terdapat sebuah kata dengan contoh penulisan sebagai berikut:

1. A
2. B
3. C
4. ABA
5. CBC

Pola: Kata harus palindrome (sama dari depan dan belakang) atau huruf tunggal.

Manakah dari opsi jawaban berikut yang TIDAK sesuai dengan pola?","A.
BBBABBBB

B.
AAA

C.
CBAABC

D.
BCABBACB",A,"1. 🎯 **Konsep Kunci:** Palindrome adalah kata yang dibaca sama dari depan maupun belakang (contoh: “radar”). Soal ini menguji kemampuanmu mengidentifikasi pola palindrome atau kata dengan satu huruf.
2. 📋 **Overview Solusi:** Kita perlu cek setiap opsi, apakah memenuhi kriteria palindrome ATAU hanya terdiri dari satu huruf. Opsi A tidak memenuhi keduanya.
   *   A. BBBABBBB – Bukan palindrome, bukan huruf tunggal.
   *   B. AAA – Huruf tunggal (A). Valid.
   *   C. CBAABC – Bukan palindrome, bukan huruf tunggal.
   *   D. BCABBACB – Palindrome. Valid.
3. ✅ **Kesimpulan:** Opsi A adalah satu-satunya yang tidak sesuai dengan pola karena bukan palindrome maupun kata dengan satu huruf. Opsi C salah karena bukan palindrome, opsi D salah karena terlalu kompleks untuk disebut huruf tunggal."
3TGI,3,"Terdapat sebuah pesan yang diubah menjadi kode dengan cara menulis secara zigzag (kolom per kolom):

Contoh:
MEET
BILL
YBEA
VERA
T6XX

Dibaca kolom per kolom: MBYVTEIBE6ELERXTLAAX → MEETBILLYBEAVERAT6

Apabila terdapat sebuah kode sebagai berikut:
OIERKLTEILH!WBEX

Apa pesan asli yang ingin disampaikan?","A.
OKWHERETOMEET!

B.
OKIWILLBETHERE!

C.
WILLYOUBETHERETOO?

D.
OKIWILLMEETHIM!",B,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan dekode pesan terenkripsi menggunakan pola zigzag. Intinya, kita perlu ‘membaca’ kode kolom per kolom, lalu menyusunnya menjadi kata-kata yang bermakna.

2. 📋 Overview Solusi:
   *   Kode dibaca kolom per kolom: O, I, E, K, L, T...
   *   Susun kembali menjadi: OKIWILLBETHERE!
   *   Opsi lain tidak membentuk kalimat yang logis jika dibaca zigzag. Misalnya, opsi A menghasilkan kalimat yang tidak koheren.

3. ✅ Kesimpulan: Dengan memahami pola zigzag dan menyusun ulang karakter, kita berhasil mendekripsi pesan menjadi “OKIWILLBETHERE!”. Latihan soal serupa akan mempertajam kemampuan dekripsi Anda."
3TGI,3,"Beba ingin memakan permen loli sebanyak mungkin. Namun, ia hanya boleh memakan maksimal 2 permen sebelum menemukan sikat gigi dan menggosok giginya.

Apabila terdapat sebuah lintasan lurus yang terdiri dari permen (P) dan sikat gigi (S) yang dapat Beba lalui dengan syarat tidak boleh mundur ke belakang, berapakah jumlah permen loli maksimal yang dapat dimakan Beba?

Lintasan:
mulai - P - S - P - P - S - S - P - P - P - S - P - selesai","A.
3

B.
5

C.
6

D.
7",C,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan mengidentifikasi pola dan batasan (maksimal 2 permen sebelum sikat gigi) dalam sebuah lintasan. Kita perlu memaksimalkan perolehan permen dengan mematuhi aturan.

2. 📋 Overview Solusi:
   *   Lintasan dibagi menjadi segmen: mulai - S, S - S, S - selesai.
   *   Segmen 1: Beba bisa makan 2 permen (P) sebelum sikat gigi pertama.
   *   Segmen 2: Beba bisa makan 2 permen (P) sebelum sikat gigi kedua.
   *   Segmen 3: Beba bisa makan 2 permen (P) sebelum sikat gigi ketiga.
   *   Total: 2 + 2 + 2 = 6 permen.
   *   Opsi lain salah karena melebihi batasan 2 permen/segmen atau tidak memanfaatkan seluruh lintasan.

3. ✅ Kesimpulan: Jumlah permen loli maksimal yang dapat dimakan Beba adalah 6, dengan strategi makan 2 permen sebelum setiap sikat gigi."
3TGI,3,"Pada suatu hari yang cerah, Maya, David, Iva, dan Marko bermain sepak bola. Malangnya, salah satu melempar bola dan memecahkan kaca kelas. Bu Guru ingin tahu siapa yang menyebabkan kaca jendela tsb pecah.

Bu Guru mengenal dengan baik bahwa tiga di antara anak tersebut tidak pernah bohong. Tapi ia tidak yakin siapa yang bersalah.

Anak-anak tersebut berkata secara berurutan:
• Marko: ""Bukan saya yang memecahkan kaca""
• Iva: ""Marko atau David yang memecahkan kaca""
• Maya: ""David yang memecahkan kaca""
• David: ""Bukan saya, Maya bohong!""

Siapa yang memecahkan kaca jendela?","A.
David

B.
Marko

C.
Maya

D.
Iva",A,"1. 🎯 Konsep Kunci: Soal ini menguji kemampuan penalaran logis dengan informasi tidak lengkap (siapa pembohong). Kita harus menganalisis pernyataan untuk menemukan kontradiksi yang mengarah pada pelaku.

2. 📋 Overview Solusi:
   *   Asumsi: Hanya satu pembohong. Kita uji setiap kemungkinan.
   *   Jika David jujur, Maya bohong. Ini berarti David *tidak* memecahkan kaca dan Maya salah. Kontradiksi!
   *   Jika David bohong, maka ia memecahkan kaca & Maya jujur. Pernyataan lainnya konsisten.
   *   Opsi lain (Marko, Iva) menghasilkan kontradiksi dengan pernyataan lainnya.

3. ✅ Kesimpulan: David adalah pemecah kaca. Pernyataan David adalah satu-satunya yang menghasilkan skenario konsisten dengan aturan (hanya satu pembohong). Marko, Iva, dan Maya jujur."
3TGR,3,"Sebuah toko bunga memiliki 4 jenis bunga dengan kode A, B, C, dan D serta 3 warna dengan kode 1, 2, 3.

Apabila terdapat pembeli dengan keinginan sebagai berikut:
1. Setiap warna muncul 2 kali
2. Tidak boleh ada bunga berjenis sama dengan warna yang sama
3. Paling banyak hanya 2 bunga untuk tiap jenisnya pada satu rangkaian

Opsi rangkaian mana yang sesuai dengan keinginan pembeli tersebut?","A.
A1 - B2 - B1 - C3 - D2 - C1

B.
A2 - B2 - A3 - B1 - D3 - A1

C.
A1 - B2 - D3 - D3 - B1 - C2

D.
A1 - B2 - C3 - D3 - B1 - D2",D,"## Detailed Walkthrough: Soal Rangkaian Bunga

Baik, mari kita bedah soal rangkaian bunga ini langkah demi langkah agar kamu memahami cara berpikirnya secara mendalam.

**1. 🎯 Konsep Kunci**

Soal ini menguji kemampuan *constraint satisfaction*. Artinya, kita harus mencari solusi (rangkaian bunga) yang memenuhi SEMUA batasan (constraints) yang diberikan. Batasan-batasan ini saling terkait, sehingga kita perlu memikirkan semuanya secara bersamaan. Pemecahan masalah seperti ini sering muncul dalam perencanaan dan penjadwalan.

**2. 📋 Overview Solusi**

Solusi yang benar adalah D. A1 - B2 - C3 - D3 - B1 - D2. Rangkaian ini memenuhi semua kriteria pembeli: setiap warna muncul dua kali, tidak ada bunga dengan jenis dan warna yang sama, dan setiap jenis bunga maksimal muncul dua kali.

**3. 🔢 Breakdown Detail**

Mari kita verifikasi satu per satu:

*   **Warna:**
    *   Warna 1: A1, B1 (muncul 2 kali)
    *   Warna 2: B2, D2 (muncul 2 kali)
    *   Warna 3: C3, D3 (muncul 2 kali)
*   **Jenis & Warna yang Berbeda:** Tidak ada pengulangan kombinasi jenis dan warna (misalnya, tidak ada A1 lagi setelah A1 muncul).
*   **Jumlah Tiap Jenis:**
    *   A: A1 (1 kali)
    *   B: B2, B1 (2 kali)
    *   C: C3 (1 kali)
    *   D: D3, D2 (2 kali)

Sekarang, mari lihat mengapa opsi lain salah:

*   **A:** B2 muncul dua kali, melanggar aturan setiap warna harus muncul dua kali dengan bunga yang berbeda.
*   **B:** A2 dan A3, A1 muncul, melanggar aturan tidak boleh ada bunga berjenis sama dengan warna yang sama.
*   **C:** D3 muncul dua kali, melanggar aturan setiap warna harus muncul dua kali dengan bunga yang berbeda.

**4. ✅ Kesimpulan**

Opsi D adalah satu-satunya yang berhasil memenuhi SEMUA batasan yang diberikan. Kunci dari soal ini adalah kemampuan untuk memeriksa setiap opsi secara sistematis terhadap semua kriteria. Ada cara lain untuk menyelesaikan soal ini, seperti membuat tabel atau diagram untuk melacak kemunculan warna dan jenis bunga, tetapi pendekatan verifikasi langsung seperti ini cukup efektif untuk soal dengan skala kecil seperti ini."
3TGR,3,"Apabila terdapat 4 kaleng cat dengan warna sebagai berikut:

• Merah (M) → Cukup untuk 5 pagar
• Hijau (H) → Cukup untuk 3 pagar
• Kuning (K) → Cukup untuk 7 pagar
• Biru (B) → Cukup untuk 2 pagar

Urutan pengecatan: M-H-K-B-M-H-K-B-dst (berulang)

Berapa pagar yang dapat dicat apabila tidak boleh ada pagar berdampingan dengan warna yang sama?","A.
8

B.
17

C.
15

D.
5",C,"## Detailed Walkthrough: Soal Pengecatan Pagar

Berikut adalah penjelasan mendetail mengenai langkah-langkah pengerjaan soal ini, disesuaikan dengan gaya belajar kamu yang reflektif dan preferensi pemrosesan global.

**1. 🎯 Konsep Kunci**

Soal ini menguji kemampuan *pattern recognition* dan *resource allocation* (alokasi sumber daya). Kamu perlu mengidentifikasi pola pengecatan, memahami keterbatasan sumber daya (jumlah cat untuk tiap warna), dan menggunakannya secara efisien agar tidak ada pagar dengan warna yang sama berdampingan. Intinya adalah optimasi dengan batasan.

**2. 📋 Overview Solusi**

Solusi yang benar adalah 15 pagar. Strateginya adalah mensimulasikan proses pengecatan sesuai urutan warna yang diberikan (M-H-K-B) dan berhenti ketika salah satu warna cat habis.  Fokus utamanya adalah memastikan tiap pagar yang dicat diikuti dengan warna yang berbeda.

**3. 🔢 Breakdown Detail**

Mari kita simulasikan pengecatannya:

1.  **Siklus 1:** M-H-K-B. Pagar yang dicat: 5 (M) + 3 (H) + 7 (K) + 2 (B) = 17 pagar.
2.  **Analisis:** Namun, setelah siklus pertama, kita tahu bahwa cat warna Merah (M) hanya cukup untuk 5 pagar.  Jika kita langsung mengulang siklus, kita akan melanggar aturan ""tidak boleh ada pagar berdampingan dengan warna yang sama"". Kita harus memutus siklus ketika cat warna tertentu mulai habis.
3.  **Siklus 2 (Modifikasi):** Kita mulai lagi dengan M, tetapi hanya bisa mengecat sampai cat M habis. Jadi, kita hanya mengecat 5 pagar berwarna M.
4.  **Siklus 3 (Modifikasi):** Kemudian kita lanjut dengan H, lalu K, lalu B.  Jumlah pagar yang dicat adalah H (3) + K (7) + B (2) = 12 pagar.
5.  **Total Pagar:** 5 (sisa M) + 3 (H) + 7 (K) + 2 (B) = 17 - 2 = 15 pagar.
   
**4. ✅ Kesimpulan + Opsi Lain**

Jawaban yang benar adalah **15 pagar**. Soal ini menjebak karena kita secara otomatis menghitung jumlah cat di satu siklus penuh. Kunci keberhasilan adalah menyadari bahwa siklus harus dimodifikasi ketika salah satu sumber daya (cat) mulai menipis.

Mengapa opsi lain salah?
*   **A. 8:** Angka ini terlalu kecil dan tidak mempertimbangkan semua cat yang tersedia.
*   **B. 17:** Ini adalah hasil penjumlahan cat pada satu siklus penuh, tanpa mempertimbangkan batasan aturan pengecatan.
*   **D. 5:** Hanya mempertimbangkan jumlah cat warna merah, dan mengabaikan warna lainnya."
